"0","1"
"Lumakras","Diarrhea|Nausea|Vomiting|Constipation|Abdominal pain Abdominal pain includes abdominal pain, abdominal pain upper, and abdominal pain lower.|Hepatobiliary disorders|HepatotoxicityHepatotoxicity includes alanine aminotransferase increased, aspartate aminotransferase increased, blood bilirubin increased, drug-induced liver injury, hepatitis, hepatotoxicity, liver function test increased, and transaminases increased.|CoughCough includes cough, productive cough, and upper-airway cough syndrome.|DyspneaDyspnea includes dyspnea and dyspnea exertional.|Musculoskeletal painMusculoskeletal pain includes back pain, bone pain, musculoskeletal chest pain, musculoskeletal discomfort, musculoskeletal pain, myalgia, neck pain, non-cardiac chest pain, and pain in extremity.|Arthralgia|FatigueFatigue includes fatigue and asthenia.|EdemaEdema includes generalized edema, localized edema, edema, edema peripheral, periorbital edema, and testicular edema.|Decreased appetite|Infections and infestations|PneumoniaPneumonia includes pneumonia, pneumonia aspiration, pneumonia bacterial, and pneumonia staphylococcal.|Skin and subcutaneous tissue disorders|RashRash includes dermatitis, dermatitis acneiform, rash, rash-maculopapular, and rash pustular."
"Lumizyme","Rash (including rash erythematous, rash macular and maculopapular)|Pyrexia|Urticaria|Flushing|Hypertension/Increased Blood Pressure|Decreased Oxygen Saturation|Cough|Tachypnea|Tachycardia|Erythema|Vomiting|Rigors|Pallor|Cyanosis|Agitation|Tremor"
"Lumoxiti","Edema peripheral|Fatigue|Pyrexia|Nausea|Constipation|Diarrhea|Infusion related reactionsInfusion related reactions: includes patients who were reported to have one or more infusion event that may be infusion-related on the day of study drug infusion.|Headache|Anemia"
"Lunesta","Headache|Viral Infection|Digestive System|Dry Mouth|Dyspepsia|Nausea|Vomiting|Nervous System|Anxiety|Confusion|Depression|Dizziness|Hallucinations|Libido Decreased|Nervousness|Somnolence|Respiratory System|Infection|Skin and Appendages|Rash|Special Senses|Unpleasant Taste|Urogenital System|Dysmenorrhea *|Gynecomastia **"
"Lupkynis","Hypertension|Diarrhea|Headache|Anemia|Cough|Urinary tract infection|Abdominal pain upper|Dyspepsia|Alopecia|Renal Impairment|Abdominal pain|Mouth ulceration|Fatigue|Tremor|Acute kidney injury|Decreased appetite"
"Lupron Depot","General pain|Infection|Cardiovascular System|Hot flashes/sweats*|Digestive System|GI disorders|Metabolic and Nutritional Disorders|Edema|Nervous System|Libido decreased*|Respiratory System|Respiratory disorder|Urogenital System|Urinary disorder|Impotence*|Testicular atrophy*|Headache*|Vaginitis*|Depression/emotional lability*|Weight gain/loss|Nausea/vomiting|Decreased libido*|Dizziness|Acne|Skin reactions|Joint disorder*|Paresthesias|GI disturbances*|Neuromuscular disorders*|Breast changes/tenderness/pain*|Nervousness*"
"Lupron Depot-ped","Injection Site Reactions Including Abscess*|Emotional Lability|Headache|General Pain|Acne/Seborrhea|Rash Including Erythema Multiforme|Vaginitis/Vaginal Bleeding/Vaginal Discharge|Vasodilation"
"Lurasidone Hydrochloride","Gastrointestinal Disorders|Nausea|Vomiting|Dyspepsia|Salivary Hypersecretion|Musculoskeletal and Connective Tissue Disorders|Back Pain|Nervous System Disorders|Somnolence*|Akathisia|Extrapyramidal Disorder**|Dizziness|Psychiatric Disorders|Insomnia|Agitation|Anxiety|Restlessness|Dry Mouth|Diarrhea|Infections and Infestations|Nasopharyngitis|Influenza|Urinary Tract Infection|Extrapyramidal Symptoms*|Somnolence**"
"Lutathera","Nausea|Vomiting|Abdominal pain|Diarrhea|Constipation|Fatigue|Peripheral edema|Pyrexia|Decreased appetite|Headache|Dizziness|Dysgeusia|Flushing|Hypertension|Back pain|Pain in extremity|Myalgia|Neck Pain|Renal failurea|Anxiety|Alopecia|Cough|Atrial fibrillation"
"Luxturna","Conjunctival hyperemia|Cataract|Increased intraocular pressure|Retinal tear|Dellen (thinning of the corneal stroma)|Macular hole|Subretinal deposits*|Eye inflammation|Eye irritation|Eye pain|Maculopathy (wrinkling on the surface of the macula)|Foveal thinning and loss of foveal function|Endophthalmitis|Foveal dehiscence (separation of the retinal layers in the center of the macula)|Retinal hemorrhage"
"Lybalvi","Weight increased|Somnolence|Dry mouth|Headache|Blood insulin increased|Sedation|Dizziness|Neutrophil count decreased"
"Lyllana","Constipation|Dyspepsia|Nausea|Influenza-like illness|Pain NOS*"
"Lyrica","Asthenia|Accidental injury|Back pain|Chest pain|Face edema|Digestive system|Dry mouth|Constipation|Flatulence|Metabolic and nutritional disorders|Peripheral edema|Weight gain|Edema|Hypoglycemia|Nervous system|Dizziness|Somnolence|Neuropathy|Ataxia|Vertigo|Confusion|Euphoria|Incoordination|Thinking abnormal â€ |Tremor|Abnormal gait|Amnesia|Nervousness|Respiratory system|Dyspnea|Special senses|Blurry vision â€¡|Abnormal vision|Thinking abnormalThinking abnormal primarily consists of events related to difficulty with concentration/attention but also includes events related to cognition and language problems and slowed thinking.|Blurry visionInvestigator term; summary level term is amblyopia"
"Lyrica Cr","Vertigo|Vision blurred|Diplopia|Dry mouth|Nausea|Constipation|Diarrhea|Vomiting|Edema peripheral|Fatigue|Edema|Nasopharyngitis|Urinary tract infection|Bronchitis|Respiratory tract infection viral|Sinusitis|Gastroenteritis viral|Weight increased|Alanine aminotransferase increased|Aspartate aminotransferase increased|Arthralgia|Joint swelling|Dizziness|Somnolence|Headache|Balance disorder|Erectile dysfunction|Cough|Dermatitis contact"
"Lysteda","Headache a|Nasal & sinus symptoms b|Back pain|Abdominal pain c|Musculoskeletal pain d|Arthralgia e|Muscle cramps & spasms|Migraine|Anemia|Fatigue|HEADACHE Includes headache and tension headache|NASAL & SINUS SYMPTOMS Nasal and sinus symptoms include nasal, respiratory tract and sinus congestion, sinusitis, acute sinusitis, sinus headache, allergic sinusitis and sinus pain, and multiple allergies and seasonal allergies|BACK PAIN|ABDOMINAL PAIN Abdominal pain includes abdominal tenderness and discomfort|MUSCULOSKELETAL PAIN Musculoskeletal pain includes musculoskeletal discomfort and myalgia|ARTHRALGIA Arthralgia includes joint stiffness and swelling|MUSCLE CRAMPS & SPASMS|MIGRAINE|ANEMIA|FATIGUE"
"Lyumjev","Nasopharyngitis"
"Lyvispah","Drowsiness|Dizziness|Weakness|Nausea|Confusion|Hypotension|Headache|Insomnia|Constipation|Urinary Frequency|Fatigue"
"Macrilen","Dysgeusia|Dizziness|Headache|Fatigue|Nausea|Hunger|Diarrhea|Upper respiratory tract infection|Feeling hot|Hyperhidrosis|Nasopharyngitis|Sinus bradycardia"
"Makena","Stillbirth (â‰¥ 20 weeks)2"
"Malarone","Diarrhea|Nausea|Abdominal pain|Headache|Dreams|Insomnia|Fever|Dizziness|Vomiting|Oral ulcers|Pruritus|Visual difficulties|Depression|Anxiety|Any neuropsychiatric event|Any GI event"
"Mannitol","Hypersensitivity reactions:|Renal failure:|CNS toxicity:|Fluid and electrolyte imbalances:|Infusion site reactions:"
"Maraviroc","Eye Disorders|Conjunctivitis|Ocular infections, inflammations, and associated manifestations|Gastrointestinal Disorders|Constipation|General Disorders and Administration Site Conditions|Pyrexia|Pain and discomfort|Infections and Infestations|Upper respiratory tract infection|Herpes infection|Sinusitis|Bronchitis|Folliculitis|Anogenital warts|Influenza|Otitis media|Metabolism and Nutrition Disorders|Appetite disorders|Musculoskeletal and Connective Tissue Disorders|Joint-related signs and symptoms|Muscle pains|Neoplasms Benign, Malignant, and Unspecified|Skin neoplasms benign|Nervous System Disorders|Dizziness/postural dizziness|Paresthesias and dysesthesias|Sensory abnormalities|Disturbances in consciousness|Peripheral neuropathies|Psychiatric Disorders|Disturbances in initiating and maintaining sleep|Depressive disorders|Anxiety symptoms|Renal and Urinary Disorders|Bladder and urethral symptoms|Urinary tract signs and symptoms|Respiratory, Thoracic, and Mediastinal Disorders|Coughing and associated symptoms|Upper respiratory tract signs and symptoms|Nasal congestion and inflammations|Breathing abnormalities|Paranasal sinus disorders|Skin and Subcutaneous Tissue Disorders|Rash|Apocrine and eccrine gland disorders|Pruritus|Lipodystrophies|Erythema|Vascular Disorders|Vascular hypertensive disorders"
"Matzim La","Edema lower limb|Sinus congestion|Rash"
"Mavenclad","Upper respiratory tract infection|Headache|Lymphopenia|Nausea|Back pain|Arthralgia and arthritis|Insomnia|Bronchitis|Hypertension|Fever|Depression"
"Mavyret","Headache|Nausea|Diarrhea"
"Maxalt","Atypical Sensations|Paresthesia|Pain and other Pressure Sensations|Chest Pain:|tightness/pressure and/or heaviness|Neck/throat/jaw:|pain/tightness/pressure|Regional Pain:|Pain, location unspecified|Digestive|Dry Mouth|Nausea|Neurological|Dizziness|Headache|Somnolence|Other|Asthenia/fatigue"
"Mayzent","Headachea|Hypertensionb|Transaminase increasedc|Falls|Edema peripherald|Nausea|Dizziness|Diarrhea|Bradycardiae|Pain in extremityf"
"Medroxyprogesterone Acetate","Metabolic/Nutritional|Nervous|Urogenital"
"Megestrol Acetate","Megestrol Acetate mg/day No. of Patients|Diarrhea|Impotence|Rash|Flatulence|Hypertension|Asthenia|Insomnia|Nausea|Anemia|Fever|Libido Decreased|Dyspepsia|Hyperglycemia|Headache|Pain|Vomiting|Pneumonia|Urinary Frequency|MegestrolAcetate mg/day|No. of Patients|LibidoDecreased|Megestrol Acetate, mg/day No. of Patients|Megestrol Acetate mg/day|Megestrol Acetate, mg/dayNo. of Patients|DiarrheaImpotenceRashFlatulenceHypertensionAstheniaInsomniaNauseaAnemiaFeverLibido DecreasedDyspepsiaHyperglycemiaHeadachePainVomitingPneumoniaUrinary Frequency"
"Mekinist","Skin and subcutaneous tissue|Rash|Acneiform dermatitis|Dry skin|Pruritus|Paronychia|Gastrointestinal|Diarrhea|Stomatitisc|Abdominal paind|Vascular|Lymphedemae|Hypertension|Hemorrhagef"
"Mektovi","Pyrexia|Peripheral edema|Nausea|Diarrhea|Vomiting|Abdominal pain|Constipation|Rash|Dizziness|Visual impairment|Serous retinopathy/RPED|Hemorrhage|Hypertension"
"Meloxicam","No. of Patients|Gastrointestinal|Abdominal pain|Diarrhea|Dyspepsia|Flatulence|Nausea|Accident household|Edema1|Fall|Influenza-like symptoms|Dizziness|Headache|Respiratory|Pharyngitis|Upper respiratory tract infection|Rash2|Edema 1|Rash 2|No . of Patients|Placebo|Central and Peripheral Nervous System|Skin|Abdominal Pain|Accident Household|Influenza-Like Symptoms|Upper Respiratory Tract Infection|Central and PeripheralNervous System|Influenza-like Symptoms|Central and Peripheral|Nervous System|Respiratory Pharyngitis|Upper respiratory tract Infection|Abdominal Discomfort"
"Memantine","Fatigue|Pain|Cardiovascular System|Hypertension|Central and Peripheral Nervous System|Dizziness|Headache|Gastrointestinal System|Constipation|Vomiting|Musculoskeletal System|Back pain|Psychiatric Disorders|Confusion|Somnolence|Hallucination|Respiratory System|Coughing|Dyspnea"
"Memantine And Donepezil Hydrochlorides Extended-release","Diarrhea|Constipation|Abdominal pain|Vomiting|Influenza|Increased weight|Back pain|Headache|Dizziness|Somnolence|Anxiety|Depression|Aggression|Urinary incontinence|Hypertension|Hypotension"
"Memantine Hydrochloride","Gastrointestinal Disorders|Diarrhea|Constipation|Abdominal pain|Vomiting|Infections and Infestations|Influenza|Investigations|Weight, increased|Musculoskeletal and Connective Tissue Disorders|Back pain|Nervous System Disorders|Headache|Dizziness|Somnolence|Psychiatric Disorders|Anxiety|Depression|Aggression|Renal and Urinary Disorders|Urinary incontinence|Vascular Disorders|Hypertension|Hypotension|Fatigue|Pain|Cardiovascular System|Central and Peripheral Nervous System|Gastrointestinal System|Musculoskeletal System|Confusion|Hallucination|Respiratory System|Coughing|Dyspnea|Infections and infestations|Musculoskeletal and connective tissue disorders|Nervous system disorders|Psychiatric disorders|Renal and urinary disorders|Vascular disorders|Infections and I nfestations|Musculoskeletal and C onnective T issue D isorders|Nervous S ystem D isorders|Psychiatric D isorders|Renal and U rinary D isorders|Vascular D isorders|Adv e r se R eac t ion|Body as a W ho le|F a t i gue|P a in|C a rd iov a s c u l ar S y s t em|H yp e r t e n s ion|C e n t r al a nd P e r ip h e r al N e rvo us S y s t em|D i zz i n e ss|H ead ac he|G a s t ro i n t e s t i n al S y s t em|Co n s t ip a t ion|Vo m i t i ng|M u s c u lo s k e l e t al S y s t em"
"Mepron","Rash|Nausea|Diarrhea|Vomiting"
"Mepsevii","Infusion site extravasation|Diarrhea|Rash|Anaphylaxis|Infusion site swelling|Peripheral swelling|Pruritus"
"Meropenem","Inflammation at the injection site|Injection site reaction|Phlebitis/thrombophlebitis|Pain at the injection site|Edema at the injection site"
"Merrem Iv","Inflammation at the injection site|Injection site reaction|Phlebitis/thrombophlebitis|Pain at the injection site|Edema at the injection site"
"Mesalamine","Eructation|Abdominal pain|Constipation|Dizziness|Rhinitis|Back pain|Rash|Dyspepsia|Flu syndrome|Headache|Diarrhea|Upper Abdominal Pain|Nausea|Nasopharyngitis|SYMPTOM|Abdominal Pain/Cramps/Discomfort|Gas/Flatulence|Flu|Tired/Weak/Malaise/Fatigue|Fever|Rash/Spots|Cold/Sore Throat|Leg/joint Pain|Bloating|Back Pain|Pain on Insertion of Enema Tip|Hemorrhoids|Itching|Rectal Pain|Hair Loss|Peripheral Edema|UTI/Urinary Burning|Rectal Pain/Soreness/Burning|Asthenia|Insomnia|Symptom|Acne|Colitis|Flatulence|Liver Function Test Abnormal|Alopecia|Pruritus|Event|Abdominal Pain|Melena (Bloody Diarrhea)|Anorexia|Rectal Urgency|Nausea and Vomiting|Worsening of Ulcerative Colitis|Vomiting|Influenza|Pyrexia|Cough|Leg/Joint Pain|Tired/Week/Malaise/Fatigue|Abdominal Pain Upper|Influenza and Influenza-like Illness|Sinusitis"
"Mesalamine Rectal","Symptom|Dizziness|Rectal Pain|Fever|Rash|Acne|Colitis"
"Mesna","Mesna Regimen|N exposed|Incidence of AEs|Nausea|Vomiting|Constipation|Leukopenia|Fatigue|Fever|Anorexia|Thrombocytopenia|Anemia|Granulocytopenia|Asthenia|Abdominal Pain|Alopecia|Dyspnea|Chest Pain|Hypokalemia|Diarrhea|Dizziness|Headache|Pain|Sweating Increased|Back Pain|Hematuria|Injection Site Reaction|Edema|Edema Peripheral|Somnolence|Anxiety|Confusion|Face Edema|Insomnia|Coughing|Dyspepsia|Hypotension|Pallor|Dehydration|Pneumonia|Tachycardia|Flushing|Mesna R e gim en|N e xpos ed|I n cid en ce of AEs|N aus ea|Constip ation|L euko p enia|Fat i gue|Fev er|Ano re xia|Th rombo c yto p enia|An emia|G ranulo c ytop enia|Asth enia|Abdomin al P ain|Alop ecia|D ysp n ea|Ch est P ain|H ypo k al emia|Di arrh ea|Di zzin ess|H ead a che|P ain|Sw eating In c r eas ed|B ack P ain|H em atu ria|Inj e ction Site R eaction|Ed ema|Ed ema P eriph e r al|Somnol en ce|An xi e ty|Con fusion|Fa ce Ed ema|Cou ghi ng|D ys p epsia|H ypot ension|P allor|D e h yd ration|Pn eumonia|T ac h y c ardia"
"Mesnex","MESNEX Regimen|N exposed|Incidence of AEs|Nausea|Vomiting|Constipation|Leukopenia|Fatigue|Fever|Anorexia|Thrombocytopenia|Anemia|Granulocytopenia|Asthenia|Abdominal Pain|Alopecia|Dyspnea|Chest Pain|Hypokalemia|Diarrhea|Dizziness|Headache|Pain|Sweating Increased|Back Pain|Hematuria|Injection Site Reaction|Edema|Edema Peripheral|Somnolence|Anxiety|Confusion|Face Edema|Insomnia|Coughing|Dyspepsia|Hypotension|Pallor|Dehydration|Pneumonia|Tachycardia|Flushing"
"Metformin","Diarrhea|Nausea/Vomiting|Flatulence|Asthenia|Indigestion|Abdominal Discomfort|Headache"
"Metformin Er 500 Mg","Diarrhea|Nausea/Vomiting"
"Metformin Hcl","Diarrhea|Nausea/Vomiting|Flatulence|Asthenia|Indigestion|Abdominal Discomfort|Headache"
"Metformin Hydrochloride","Hypoglycemia|Diarrhea|Nausea|Nausea/Vomiting|Flatulence|Asthenia|Indigestion|Abdominal Discomfort|Headache|Accidental Injury|Infection|Digestive System|Dyspepsia|Respiratory System|Rhinitis|Flatulance"
"Metformin Hydrochloride E/r","Diarrhea|Nausea/Vomiting"
"Metformin Hydrochloride Er","Diarrhea|Nausea/Vomiting"
"Metformin Hydrochloride Oral Solution","Diarrhea|Nausea/Vomiting|Flatulence|Asthenia|Indigestion|Abdominal Discomfort|Headache"
"Methylphenidate","Cardiac Disorders|Tachycardia|Gastrointestinal disorders|Abdominal pain|Nausea|Vomiting|Investigations|Weight decreased|Metabolism and nutrition disorders|Anorexia|Decreased appetite|Nervous system disorders|Dizziness|Headache|Psychiatric disorders|Affect lability|Insomnia|Irritability|Tic"
"Methylphenidate Hydrochloride","Patient Population|Children|Adolescents|Adults|Anorexia|Insomnia|Nervous System Disorders|Headache|Dizziness|Gastrointestinal Disorders|Abdominal pain upper|Nausea|Vomiting|Metabolism and Nutritional|Decreased Appetite|Table 3. Methylphenidate HCl Extended-Release Tablets Exposure in Double-Blind and Open-Label Clinical Studies|Pediatric patients 6 to 12 years|Pediatric patients 13 to 17 years"
"Methylphenidate Hydrochloride (la)","Anorexia|Insomnia"
"Methylphenidate Hydrochloride Extended-release","Patient Population|Children|Adolescents|Adults"
"Metoprolol","Second- or third-degree heart block|First-degree heart block (P-R â‰¥0.26 sec)|Heart failure"
"Metoprolol Succinate","Dizziness/vertigo|Bradycardia|Accident and/or injury"
